"INCITS","County or equivalent","State or district","Pop Rank","2013 Pop","Core Based Statistical Area","Combined Statistical Area"
"08123","Weld County","Colorado","247","269,785","Greeley, CO Metropolitan Statistical Area","Denver-Aurora, CO Combined Statistical Area"
"08125","Yuma County","Colorado","2428","10,151","",""
"09001","Fairfield County","Connecticut","50","939,904","Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area","New York-Newark, NY-NJ-CT-PA Combined Statistical Area"
"09003","Hartford County","Connecticut","57","898,272","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area","Hartford-West Hartford, CT Combined Statistical Area"
"09005","Litchfield County","Connecticut","341","186,924","Torrington, CT Micropolitan Statistical Area","New York-Newark, NY-NJ-CT-PA Combined Statistical Area"
"09007","Middlesex County","Connecticut","381","165,562","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area","Hartford-West Hartford, CT Combined Statistical Area"
"09009","New Haven County","Connecticut","61","862,287","New Haven-Milford, CT Metropolitan Statistical Area","New York-Newark, NY-NJ-CT-PA Combined Statistical Area"
"09011","New London County","Connecticut","243","274,150","Norwich-New London, CT Metropolitan Statistical Area","Hartford-West Hartford, CT Combined Statistical Area"
"09013","Tolland County","Connecticut","420","151,377","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area","Hartford-West Hartford, CT Combined Statistical Area"
"09015","Windham County","Connecticut","518","117,604","Worcester, MA-CT Metropolitan Statistical Area","Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area"
"10001","Kent County","Delaware","371","169,416","Dover, DE Metropolitan Statistical Area","Philadelphia-Reading-Camden, PA-NJ-DE-MD Combined Statistical Area"
"10003","New Castle County","Delaware","118","549,684","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area","Philadelphia-Reading-Camden, PA-NJ-DE-MD Combined Statistical Area"
"10005","Sussex County","Delaware","306","206,649","Salisbury, MD-DE Metropolitan Statistical Area",""
"11001","District of Columbia","District of Columbia","100","646,449","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"12001","Alachua County","Florida","262","253,451","Gainesville, FL Metropolitan Statistical Area","Gainesville-Lake City, FL Combined Statistical Area"
"12003","Baker County","Florida","1534","27,013","Jacksonville, FL Metropolitan Statistical Area","Jacksonville-St. Marys-Palatka, FL-GA Combined Statistical Area"
"12005","Bay County","Florida","360","174,987","Panama City, FL Metropolitan Statistical Area",""
"12007","Bradford County","Florida","1541","26,850","",""
"12009","Brevard County","Florida","117","550,823","Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",""
"12011","Broward County","Florida","17","1,838,844","Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area","Miami-Fort Lauderdale-Port St. Lucie, FL Combined Statistical Area"
"12013","Calhoun County","Florida","2124","14,682","",""
"12015","Charlotte County","Florida","383","164,736","Punta Gorda, FL Metropolitan Statistical Area","North Port-Sarasota, FL Combined Statistical Area"
"12017","Citrus County","Florida","451","139,271","Homosassa Springs, FL Metropolitan Statistical Area",""
"12019","Clay County","Florida","328","196,399","Jacksonville, FL Metropolitan Statistical Area","Jacksonville-St. Marys-Palatka, FL-GA Combined Statistical Area"
"12021","Collier County","Florida","195","339,642","Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area","Cape Coral-Fort Myers-Naples, FL Combined Statistical Area"
"12023","Columbia County","Florida","786","67,543","Lake City, FL Micropolitan Statistical Area","Gainesville-Lake City, FL Combined Statistical Area"
"12027","DeSoto County","Florida","1313","34,517","Arcadia, FL Micropolitan Statistical Area","North Port-Sarasota, FL Combined Statistical Area"
"12029","Dixie County","Florida","2049","15,940","",""
"12031","Duval County","Florida","59","885,855","Jacksonville, FL Metropolitan Statistical Area","Jacksonville-St. Marys-Palatka, FL-GA Combined Statistical Area"
"12033","Escambia County","Florida","217","305,817","Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",""
"12035","Flagler County","Florida","591","99,956","Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area","Orlando-Deltona-Daytona Beach, FL Combined Statistical Area"
"12037","Franklin County","Florida","2320","11,598","",""
"12039","Gadsden County","Florida","1045","46,194","Tallahassee, FL Metropolitan Statistical Area","Tallahassee-Bainbridge, FL-GA Combined Statistical Area"
"12041","Gilchrist County","Florida","1985","16,931","Gainesville, FL Metropolitan Statistical Area","Gainesville-Lake City, FL Combined Statistical Area"
"12043","Glades County","Florida","2224","13,345","",""
"12045","Gulf County","Florida","2054","15,829","Panama City, FL Metropolitan Statistical Area",""
"12047","Hamilton County","Florida","2147","14,354","",""
"12049","Hardee County","Florida","1513","27,519","Wauchula, FL Micropolitan Statistical Area",""
"12051","Hendry County","Florida","1234","37,471","Clewiston, FL Micropolitan Statistical Area",""
"12053","Hernando County","Florida","363","174,441","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",""
"12055","Highlands County","Florida","600","97,616","Sebring, FL Metropolitan Statistical Area",""
"12057","Hillsborough County","Florida","29","1,291,578","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",""
"12059","Holmes County","Florida","1847","19,717","",""
"12061","Indian River County","Florida","445","141,994","Sebastian-Vero Beach, FL Metropolitan Statistical Area","Miami-Fort Lauderdale-Port St. Lucie, FL Combined Statistical Area"
"12063","Jackson County","Florida","1001","48,922","",""
"12065","Jefferson County","Florida","2158","14,194","Tallahassee, FL Metropolitan Statistical Area","Tallahassee-Bainbridge, FL-GA Combined Statistical Area"
"12067","Lafayette County","Florida","2532","8,848","",""
"12069","Lake County","Florida","212","308,034","Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area","Orlando-Deltona-Daytona Beach, FL Combined Statistical Area"
"12071","Lee County","Florida","93","661,115","Cape Coral-Fort Myers, FL Metropolitan Statistical Area","Cape Coral-Fort Myers-Naples, FL Combined Statistical Area"
"12073","Leon County","Florida","237","281,845","Tallahassee, FL Metropolitan Statistical Area","Tallahassee-Bainbridge, FL-GA Combined Statistical Area"
"12075","Levy County","Florida","1178","39,644","",""
"12077","Liberty County","Florida","2578","8,349","",""
"12079","Madison County","Florida","1886","18,728","",""
"12081","Manatee County","Florida","194","342,106","North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area","North Port-Sarasota, FL Combined Statistical Area"
"12083","Marion County","Florida","197","337,362","Ocala, FL Metropolitan Statistical Area",""
"12085","Martin County","Florida","421","151,263","Port St. Lucie, FL Metropolitan Statistical Area","Miami-Fort Lauderdale-Port St. Lucie, FL Combined Statistical Area"
"12086","Miami-Dade County","Florida","7","2,617,176","Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area","Miami-Fort Lauderdale-Port St. Lucie, FL Combined Statistical Area"
"12087","Monroe County","Florida","719","76,351","Key West, FL Micropolitan Statistical Area",""
"12089","Nassau County","Florida","726","75,710","Jacksonville, FL Metropolitan Statistical Area","Jacksonville-St. Marys-Palatka, FL-GA Combined Statistical Area"
"12091","Okaloosa County","Florida","334","193,811","Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",""
"12093","Okeechobee County","Florida","1185","39,330","Okeechobee, FL Micropolitan Statistical Area","Miami-Fort Lauderdale-Port St. Lucie, FL Combined Statistical Area"
"12095","Orange County","Florida","33","1,225,267","Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area","Orlando-Deltona-Daytona Beach, FL Combined Statistical Area"
"12097","Osceola County","Florida","223","298,504","Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area","Orlando-Deltona-Daytona Beach, FL Combined Statistical Area"
"12099","Palm Beach County","Florida","27","1,372,171","Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area","Miami-Fort Lauderdale-Port St. Lucie, FL Combined Statistical Area"
"12101","Pasco County","Florida","140","475,502","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",""
"12103","Pinellas County","Florida","53","929,048","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",""
"12105","Polk County","Florida","104","623,009","Lakeland-Winter Haven, FL Metropolitan Statistical Area",""
"12107","Putnam County","Florida","745","72,577","Palatka, FL Micropolitan Statistical Area","Jacksonville-St. Marys-Palatka, FL-GA Combined Statistical Area"
"12109","St. Johns County","Florida","302","209,647","Jacksonville, FL Metropolitan Statistical Area","Jacksonville-St. Marys-Palatka, FL-GA Combined Statistical Area"
"12111","St. Lucie County","Florida","233","286,832","Port St. Lucie, FL Metropolitan Statistical Area","Miami-Fort Lauderdale-Port St. Lucie, FL Combined Statistical Area"
"12113","Santa Rosa County","Florida","392","161,096","Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",""
"12115","Sarasota County","Florida","173","390,429","North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area","North Port-Sarasota, FL Combined Statistical Area"
"12117","Seminole County","Florida","157","436,041","Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area","Orlando-Deltona-Daytona Beach, FL Combined Statistical Area"
"12119","Sumter County","Florida","558","107,056","The Villages, FL Metropolitan Statistical Area","Orlando-Deltona-Daytona Beach, FL Combined Statistical Area"
"12121","Suwannee County","Florida","1094","43,734","",""
"12123","Taylor County","Florida","1693","22,857","",""
"12125","Union County","Florida","2094","15,136","",""
"12127","Volusia County","Florida","134","500,800","Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area","Orlando-Deltona-Daytona Beach, FL Combined Statistical Area"
"12129","Wakulla County","Florida","1412","31,022","Tallahassee, FL Metropolitan Statistical Area","Tallahassee-Bainbridge, FL-GA Combined Statistical Area"
"12131","Walton County","Florida","868","59,807","Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",""
"12133","Washington County","Florida","1620","24,624","",""
"13001","Appling County","Georgia","1898","18,440","",""
"13003","Atkinson County","Georgia","2587","8,290","",""
"13005","Bacon County","Georgia","2344","11,216","",""
"13007","Baker County","Georgia","2952","3,341","Albany, GA Metropolitan Statistical Area",""
"13009","Baldwin County","Georgia","1047","46,039","Milledgeville, GA Micropolitan Statistical Area",""
"13011","Banks County","Georgia","1900","18,415","",""
"13013","Barrow County","Georgia","750","71,453","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area","Atlanta–Athens-Clarke County–Sandy Springs, GA Combined Statistical Area"
"13015","Bartow County","Georgia","585","101,273","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area","Atlanta–Athens-Clarke County–Sandy Springs, GA Combined Statistical Area"
"13017","Ben Hill County","Georgia","1949","17,515","Fitzgerald, GA Micropolitan Statistical Area",""
"13019","Berrien County","Georgia","1873","19,048","",""
"13021","Bibb County","Georgia","409","154,721","Macon, GA Metropolitan Statistical Area","Macon-Warner Robins, GA Combined Statistical Area"
"13023","Bleckley County","Georgia","2252","12,771","",""
"13025","Brantley County","Georgia","1907","18,292","Brunswick, GA Metropolitan Statistical Area",""
"13027","Brooks County","Georgia","2073","15,516","Valdosta, GA Metropolitan Statistical Area",""
"13029","Bryan County","Georgia","1347","33,157","Savannah, GA Metropolitan Statistical Area","Savannah-Hinesville-Statesboro, GA Combined Statistical Area"
"13031","Bulloch County","Georgia","752","71,214","Statesboro, GA Micropolitan Statistical Area","Savannah-Hinesville-Statesboro, GA Combined Statistical Area"
"13033","Burke County","Georgia","1690","22,923","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",""
"13035","Butts County","Georgia","1671","23,361","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area","Atlanta–Athens-Clarke County–Sandy Springs, GA Combined Statistical Area"
"13037","Calhoun County","Georgia","2718","6,523","",""
"13039","Camden County","Georgia","964","51,476","St. Marys, GA Micropolitan Statistical Area","Jacksonville-St. Marys-Palatka, FL-GA Combined Statistical Area"
"13043","Candler County","Georgia","2365","10,937","",""
"13045","Carroll County","Georgia","537","112,355","Atlanta-Sandy Springs-Roswell, GA Metropolitan Statistical Area","Atlanta–Athens-Clarke County–Sandy Springs, GA Combined Statistical Area"
"13047","Catoosa County","Georgia","810","65,311","Chattanooga, TN-GA Metropolitan Statistical Area","Chattanooga-Cleveland-Dalton, TN-GA-AL Combined Statistical Area"
"13049","Charlton County","Georgia","2227","13,255","",""
"13051","Chatham County","Georgia","240","278,434","Savannah, GA Metropolitan Statistical Area","Savannah-Hinesville-Statesboro, GA Combined Statistical Area"
"13053","Chattahoochee County","Georgia","2246","12,842","Columbus, GA-AL Metropolitan Statistical Area","Columbus-Auburn-Opelika, GA-AL Combined Statistical Area"
